cisp,mes,ano,aisp,risp,arma_fabricacao_caseira,carabina,espingarda,fuzil,garrucha,garruchao,metralhadora,outros,pistola,revolver,submetralhadora,total
108,4,2009,38,7,0,0,4,0,1,0,0,0,0,1,0,6
108,5,2009,38,7,0,0,2,0,0,0,0,0,0,3,0,5
108,6,2009,38,7,0,0,1,0,0,0,0,0,1,10,0,12
108,7,2009,38,7,0,0,2,1,2,0,0,0,1,3,0,9
108,8,2009,38,7,0,0,1,0,1,0,0,0,0,3,0,5
108,9,2009,38,7,1,0,1,0,1,0,0,0,2,4,0,9
108,10,2009,38,7,0,0,1,0,2,0,0,0,0,1,0,4
108,11,2009,38,7,0,0,1,0,2,0,0,0,0,4,0,7
108,12,2009,38,7,0,1,1,0,0,0,0,1,0,4,0,7
109,1,2009,38,7,0,0,0,0,0,0,0,0,0,0,0,0
109,2,2009,38,7,0,0,0,0,0,0,0,0,0,0,0,0
109,3,2009,38,7,0,0,0,0,0,0,0,0,0,0,0,0
109,4,2009,38,7,0,0,0,0,0,0,0,0,0,0,0,0
109,5,2009,38,7,0,0,0,0,0,0,0,0,0,0,0,0
109,6,2009,38,7,0,0,3,0,0,0,0,0,0,6,0,9
109,7,2009,38,7,0,0,4,0,0,0,0,0,2,0,0,6
109,8,2009,38,7,0,0,0,0,2,0,0,0,0,0,0,2
109,9,2009,38,7,0,0,1,0,0,0,0,0,0,0,0,1
109,10,2009,38,7,0,0,0,0,0,0,0,0,0,0,0,0
109,11,2009,38,7,0,0,0,0,0,0,0,0,0,0,0,0
109,12,2009,38,7,0,0,0,0,0,0,0,0,0,0,0,0
110,1,2009,30,7,0,0,3,0,0,0,0,0,2,4,0,9
110,2,2009,30,7,1,0,1,0,0,0,0,0,1,6,0,9
110,3,2009,30,7,0,0,1,0,1,0,0,0,1,6,0,9
110,4,2009,30,7,0,0,2,1,0,0,0,1,1,1,0,6
110,5,2009,30,7,0,1,1,0,1,0,0,0,3,6,0,12
110,6,2009,30,7,0,0,0,0,0,0,0,1,0,5,0,6
110,7,2009,30,7,0,0,2,0,0,0,0,0,2,4,0,8
110,8,2009,30,7,0,0,0,0,0,0,0,0,0,8,0,8
110,9,2009,30,7,0,0,0,0,0,0,0,0,1,3,0,4
110,10,2009,30,7,0,0,1,0,0,0,0,0,0,3,0,4
110,11,2009,30,7,0,0,1,0,0,0,0,0,0,4,0,5
110,12,2009,30,7,0,0,1,0,0,0,0,0,1,4,0,6
111,1,2009,30,7,0,0,0,0,0,0,0,0,0,0,0,0
111,2,2009,30,7,0,0,0,0,0,0,0,0,0,0,0,0
111,3,2009,30,7,0,0,0,0,0,0,0,0,0,0,0,0
111,4,2009,30,7,0,0,0,0,0,0,0,0,0,1,0,1
111,5,2009,30,7,0,0,0,0,0,0,0,0,0,0,0,0
111,6,2009,30,7,0,0,0,0,0,0,0,0,0,0,0,0
111,7,2009,30,7,0,0,2,0,0,0,0,0,0,0,0,2
111,8,2009,30,7,0,0,0,0,0,0,0,0,0,0,0,0
111,9,2009,30,7,0,0,0,0,0,0,0,0,0,0,0,0
111,10,2009,30,7,0,0,0,0,0,0,0,0,0,0,0,0
111,11,2009,30,7,0,0,0,0,0,0,0,0,0,0,0,0
111,12,2009,30,7,0,0,1,0,0,0,0,0,0,0,0,1
112,1,2009,30,7,0,0,0,0,0,0,0,0,0,0,0,0
112,2,2009,30,7,0,0,0,0,0,0,0,0,0,0,0,0
112,3,2009,30,7,0,0,0,0,0,0,0,0,0,0,0,0
112,4,2009,30,7,0,0,0,0,0,0,0,0,0,0,0,0
112,5,2009,30,7,0,0,0,0,0,0,0,0,0,0,0,0
112,6,2009,30,7,0,0,3,0,0,0,0,0,0,0,0,3
112,7,2009,30,7,0,0,0,0,0,0,0,0,0,1,0,1
112,8,2009,30,7,0,0,0,0,0,0,0,0,0,0,0,0
112,9,2009,30,7,0,0,2,0,1,0,0,0,0,1,0,4
112,10,2009,30,7,0,1,1,0,1,0,0,0,2,1,0,6
112,11,2009,30,7,0,0,0,0,0,0,0,0,0,1,0,1
112,12,2009,30,7,0,0,0,0,1,0,0,0,0,0,0,1
118,1,2009,25,4,0,0,3,0,0,0,0,0,2,1,0,6
118,2,2009,25,4,0,0,3,0,1,0,0,0,1,5,0,10
118,3,2009,25,4,0,0,2,0,0,0,0,0,0,9,0,11
118,4,2009,25,4,0,0,0,0,0,0,0,0,0,2,0,2
118,5,2009,25,4,0,0,0,0,0,0,0,0,0,8,0,8
118,6,2009,25,4,0,0,5,0,0,0,0,0,3,1,0,9
118,7,2009,25,4,0,0,2,0,0,0,0,0,1,1,0,4
118,8,2009,25,4,0,0,0,1,0,0,0,0,0,2,0,3
118,9,2009,25,4,1,0,1,0,0,0,0,0,0,4,0,6
118,10,2009,25,4,0,0,0,0,1,0,0,0,0,3,0,4
118,11,2009,25,4,0,0,0,0,0,0,0,0,0,1,0,1
118,12,2009,25,4,0,0,0,0,0,0,0,0,0,3,0,3
119,1,2009,35,4,1,0,3,0,0,0,0,0,0,3,0,7
119,2,2009,35,4,0,0,0,0,0,0,0,0,0,1,0,1
119,3,2009,35,4,0,0,0,0,0,0,0,0,0,1,0,1
119,4,2009,35,4,0,0,1,0,0,0,0,0,0,2,0,3
119,5,2009,35,4,0,0,0,0,0,0,0,0,0,0,0,0
119,6,2009,35,4,0,0,0,0,0,0,0,0,0,4,0,4
119,7,2009,35,4,0,0,0,0,0,0,0,0,0,1,0,1
119,8,2009,35,4,0,0,0,0,0,0,0,0,0,1,0,1
119,9,2009,35,4,0,0,1,0,0,0,0,1,1,1,0,4
119,10,2009,35,4,0,0,1,0,0,0,0,0,0,1,0,2
119,11,2009,35,4,0,0,1,0,0,0,0,0,0,0,0,1
119,12,2009,35,4,0,0,0,0,0,0,0,0,0,0,0,0
120,1,2009,35,4,0,0,1,0,0,0,0,0,0,0,0,1
120,2,2009,35,4,0,0,0,0,0,0,0,0,0,1,0,1
120,3,2009,35,4,4,0,1,0,0,0,0,0,0,0,0,5
120,4,2009,35,4,0,0,2,0,0,0,0,0,0,0,0,2
120,5,2009,35,4,0,0,2,0,0,0,0,0,0,2,0,4
120,6,2009,35,4,1,0,5,0,1,0,0,0,0,0,0,7
120,7,2009,35,4,0,0,5,0,0,0,0,1,0,2,0,8
120,8,2009,35,4,1,0,2,0,0,0,0,0,0,1,0,4
120,9,2009,35,4,2,0,0,0,0,0,0,1,0,1,0,4
120,10,2009,35,4,1,0,1,0,0,0,0,0,0,0,0,2
120,11,2009,35,4,1,0,3,0,0,1,0,0,0,0,0,5
120,12,2009,35,4,0,0,0,0,0,0,0,0,1,2,0,3
121,1,2009,32,6,0,0,2,0,0,0,0,0,0,0,0,2
121,2,2009,32,6,0,1,0,0,0,0,0,0,1,3,0,5
121,3,2009,32,6,0,0,0,0,0,0,0,0,0,0,0,0
121,4,2009,32,6,0,0,0,0,0,0,0,0,0,0,0,0
121,5,2009,32,6,0,0,0,0,0,0,0,0,0,1,0,1
121,6,2009,32,6,0,0,0,0,0,0,0,0,1,0,0,1
121,7,2009,32,6,0,0,0,0,0,0,0,0,0,1,0,1
121,8,2009,32,6,0,0,1,0,0,0,0,0,0,1,0,2
121,9,2009,32,6,0,0,1,0,0,0,0,0,0,0,0,1
121,10,2009,32,6,0,0,0,0,0,0,0,0,1,2,0,3
121,11,2009,32,6,1,0,0,0,0,0,0,0,1,2,0,4
121,12,2009,32,6,0,0,1,0,0,0,0,0,0,2,0,3
122,1,2009,32,6,1,1,0,0,0,0,0,0,1,1,0,4
122,2,2009,32,6,0,0,1,0,0,0,0,0,0,3,0,4
122,3,2009,32,6,0,0,0,0,0,0,0,0,0,4,0,4
122,4,2009,32,6,0,0,0,0,1,0,0,0,1,1,0,3
122,5,2009,32,6,0,1,6,0,1,0,0,0,0,0,0,8
122,6,2009,32,6,0,0,4,0,0,0,0,0,0,0,0,4
122,7,2009,32,6,0,0,0,0,0,0,0,0,0,2,0,2
122,8,2009,32,6,0,0,2,0,0,0,0,0,0,0,0,2
122,9,2009,32,6,0,0,1,0,0,0,0,0,0,1,0,2
122,10,2009,32,6,0,0,2,0,0,0,0,0,0,0,0,2
122,11,2009,32,6,0,0,0,0,0,0,0,0,1,0,0,1
122,12,2009,32,6,0,0,0,0,0,0,0,0,0,2,0,2
123,1,2009,32,6,0,0,1,2,0,0,2,0,7,1,0,13
123,2,2009,32,6,0,0,1,0,0,0,1,2,0,1,0,5
123,3,2009,32,6,0,0,0,0,0,0,0,1,1,3,0,5
123,4,2009,32,6,0,0,0,0,0,0,0,2,0,6,0,8
123,5,2009,32,6,0,0,1,0,1,0,0,1,0,3,0,6
123,6,2009,32,6,0,0,2,0,0,0,0,0,3,2,0,7
123,7,2009,32,6,0,0,1,0,0,0,0,0,1,2,0,4
123,8,2009,32,6,0,0,2,0,0,0,0,0,1,3,0,6
123,9,2009,32,6,0,0,0,0,0,0,0,0,0,5,0,5
123,10,2009,32,6,0,1,1,0,0,0,0,0,0,3,0,5
123,11,2009,32,6,0,0,1,0,1,0,0,0,0,3,0,5
123,12,2009,32,6,0,0,0,0,0,0,0,0,1,2,0,3
124,1,2009,25,4,1,2,5,0,0,0,0,0,1,1,0,10
124,2,2009,25,4,0,0,7,0,0,0,0,0,2,3,0,12
124,3,2009,25,4,1,0,1,0,0,0,0,0,1,2,0,5
124,4,2009,25,4,1,1,3,0,0,0,0,0,1,2,0,8
124,5,2009,25,4,0,0,2,0,0,0,0,0,1,4,0,7
124,6,2009,25,4,0,0,3,0,0,0,0,0,0,3,0,6
124,7,2009,25,4,0,0,1,0,1,0,0,0,2,1,0,5
124,8,2009,25,4,0,0,1,0,1,0,0,0,1,0,0,3
124,9,2009,25,4,0,0,1,0,0,0,0,0,0,0,0,1
124,10,2009,25,4,0,0,0,0,0,0,0,0,0,4,0,4
124,11,2009,25,4,0,0,1,0,0,0,0,0,0,2,0,3
124,12,2009,25,4,0,0,0,0,1,0,0,0,0,4,0,5
125,1,2009,25,4,0,0,0,0,0,0,0,0,2,3,0,5
125,2,2009,25,4,0,0,0,0,0,0,0,0,1,1,0,2
125,3,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
125,4,2009,25,4,1,0,1,0,0,0,0,0,0,3,0,5
125,5,2009,25,4,0,0,0,0,0,0,0,0,1,3,0,4
125,6,2009,25,4,0,0,2,0,0,0,0,0,2,4,0,8
125,7,2009,25,4,0,1,0,0,0,0,0,0,1,2,0,4
125,8,2009,25,4,0,0,0,0,0,0,0,0,3,2,0,5
125,9,2009,25,4,0,0,0,0,1,0,0,0,0,2,0,3
125,10,2009,25,4,0,0,1,0,0,0,0,0,1,1,0,3
125,11,2009,25,4,0,0,0,0,0,0,0,0,2,2,0,4
125,12,2009,25,4,1,0,0,0,0,0,0,0,1,1,0,3
126,1,2009,25,4,0,0,1,0,0,0,0,0,3,12,0,16
126,2,2009,25,4,0,0,0,0,1,0,0,1,1,13,0,16
126,3,2009,25,4,0,0,1,0,0,0,0,1,2,9,0,13
126,4,2009,25,4,1,0,1,0,0,0,0,3,3,7,0,15
126,5,2009,25,4,0,0,4,0,1,0,0,0,4,10,0,19
126,6,2009,25,4,0,0,4,0,0,0,0,0,2,11,0,17
126,7,2009,25,4,0,0,1,0,2,0,0,0,1,8,0,12
126,8,2009,25,4,0,0,3,0,0,0,0,0,4,8,0,15
126,9,2009,25,4,0,0,0,0,0,0,0,2,2,9,0,13
126,10,2009,25,4,0,0,1,0,1,0,0,0,0,5,0,7
126,11,2009,25,4,0,1,0,0,0,0,0,0,6,4,0,11
126,12,2009,25,4,0,0,0,0,0,0,0,0,1,3,0,4
127,1,2009,25,4,0,0,0,0,0,0,0,0,0,1,0,1
127,2,2009,25,4,0,0,0,0,0,0,0,0,3,6,1,10
127,3,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
127,4,2009,25,4,0,0,0,0,0,0,0,0,2,1,0,3
127,5,2009,25,4,0,0,0,0,0,0,0,0,0,2,0,2
127,6,2009,25,4,0,0,1,0,0,0,0,0,0,2,0,3
127,7,2009,25,4,0,0,0,0,0,0,0,0,0,1,0,1
127,8,2009,25,4,0,0,0,0,0,0,0,0,0,1,0,1
127,9,2009,25,4,0,0,1,0,0,0,0,0,1,0,0,2
127,10,2009,25,4,0,0,0,0,0,0,0,0,1,0,0,1
127,11,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
127,12,2009,25,4,0,0,0,0,0,0,0,0,0,2,0,2
128,1,2009,32,6,0,0,3,0,1,0,0,0,3,2,0,9
128,2,2009,32,6,0,0,0,0,2,0,0,0,0,3,0,5
128,3,2009,32,6,0,0,0,0,0,0,0,0,0,3,0,3
128,4,2009,32,6,0,0,4,0,0,0,0,0,0,6,0,10
128,5,2009,32,6,0,0,0,0,0,0,0,0,0,5,0,5
128,6,2009,32,6,0,0,0,0,0,0,0,0,0,0,0,0
128,7,2009,32,6,0,0,0,0,0,0,0,0,0,0,0,0
128,8,2009,32,6,1,0,0,0,0,0,0,0,0,3,0,4
128,9,2009,32,6,0,0,1,0,0,0,0,0,1,2,0,4
128,10,2009,32,6,0,0,0,0,2,0,0,0,0,1,0,3
128,11,2009,32,6,0,0,0,0,0,0,0,0,1,4,0,5
128,12,2009,32,6,0,0,0,0,0,0,0,0,0,1,0,1
129,1,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
129,2,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
129,3,2009,25,4,0,0,0,0,0,0,0,0,0,1,0,1
129,4,2009,25,4,0,0,0,0,0,0,0,0,1,1,0,2
129,5,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
129,6,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
129,7,2009,25,4,0,0,0,0,0,0,0,0,0,1,0,1
129,8,2009,25,4,0,0,0,0,0,0,0,0,0,2,0,2
129,9,2009,25,4,0,0,0,0,0,0,0,0,0,3,0,3
129,10,2009,25,4,0,0,0,0,0,0,0,0,0,2,0,2
129,11,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
129,12,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
130,1,2009,32,6,1,0,2,0,0,0,0,0,0,1,0,4
130,2,2009,32,6,0,0,0,0,0,0,0,0,1,0,0,1
130,3,2009,32,6,0,0,1,0,1,0,0,0,0,4,0,6
130,4,2009,32,6,0,0,1,0,0,0,0,0,0,1,0,2
130,5,2009,32,6,1,0,1,0,0,0,0,1,0,1,0,4
130,6,2009,32,6,0,0,0,0,0,0,0,0,0,1,0,1
130,7,2009,32,6,0,0,2,0,0,0,0,2,0,0,0,4
130,8,2009,32,6,0,0,1,0,0,0,0,0,0,2,0,3
130,9,2009,32,6,0,0,2,0,1,0,0,0,0,2,0,5
130,10,2009,32,6,0,0,6,0,0,0,0,0,0,0,0,6
130,11,2009,32,6,0,0,1,0,0,0,0,0,0,4,0,5
130,12,2009,32,6,0,0,1,0,0,0,0,0,0,0,0,1
132,1,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
132,2,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
132,3,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
132,4,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
132,5,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
132,6,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
132,7,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
132,8,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
132,9,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
132,10,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
132,11,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
132,12,2009,25,4,0,0,0,0,0,0,0,0,0,0,0,0
134,1,2009,8,6,0,0,3,0,0,0,0,0,5,16,0,24
134,2,2009,8,6,0,0,5,0,1,0,0,0,6,13,0,25
134,3,2009,8,6,0,0,0,0,3,0,0,0,4,16,0,23
134,4,2009,8,6,0,0,2,0,0,0,0,0,5,21,0,28
134,5,2009,8,6,0,0,2,0,0,0,0,0,2,16,0,20
134,6,2009,8,6,0,0,7,0,0,0,0,1,6,21,0,35
134,7,2009,8,6,0,1,7,0,0,0,0,1,1,13,0,23
134,8,2009,8,6,1,0,2,0,1,0,0,0,5,15,0,24
134,9,2009,8,6,0,0,3,0,2,0,0,0,4,9,0,18
134,10,2009,8,6,1,0,6,1,0,0,0,0,2,10,0,20
134,11,2009,8,6,0,0,6,1,1,0,0,0,7,26,0,41
134,12,2009,8,6,0,0,0,0,0,0,0,0,4,13,0,17
135,1,2009,36,6,0,0,0,0,0,0,0,0,0,1,0,1
135,2,2009,36,6,0,0,1,0,0,0,0,0,1,1,0,3
135,3,2009,36,6,0,0,0,0,0,0,0,0,0,0,0,0
135,4,2009,36,6,0,0,0,0,0,0,0,0,0,0,0,0
135,5,2009,36,6,0,0,0,0,0,0,0,0,0,1,0,1
135,6,2009,36,6,0,0,1,0,0,0,0,0,0,0,0,1
135,7,2009,36,6,0,0,1,0,0,0,0,0,0,1,0,2
135,8,2009,36,6,0,0,0,0,0,0,0,0,0,0,0,0
135,9,2009,36,6,0,0,0,0,0,0,0,0,0,0,0,0
135,10,2009,36,6,0,0,0,0,0,0,0,0,0,0,0,0
135,11,2009,36,6,0,0,0,0,0,0,0,0,0,0,0,0
135,12,2009,36,6,0,0,2,0,0,0,0,0,0,1,0,3
136,1,2009,36,6,0,0,0,0,0,0,0,0,0,0,0,0
136,2,2009,36,6,0,0,0,0,1,0,0,0,0,1,0,2
136,3,2009,36,6,0,0,0,0,0,0,0,0,1,0,0,1
136,4,2009,36,6,0,0,0,0,1,0,0,0,0,2,0,3
136,5,2009,36,6,0,0,1,0,0,0,0,0,0,5,0,6
136,6,2009,36,6,0,0,0,0,0,0,0,0,0,2,0,2
136,7,2009,36,6,0,0,0,0,1,0,0,0,0,1,0,2
136,8,2009,36,6,0,0,0,0,0,0,0,0,0,0,0,0
136,9,2009,36,6,0,0,1,0,0,0,0,0,0,1,0,2
136,10,2009,36,6,0,0,4,0,1,0,0,0,1,4,0,10
136,11,2009,36,6,0,0,0,0,0,0,0,0,0,0,0,0
136,12,2009,36,6,0,0,1,0,0,0,0,0,0,2,0,3
137,1,2009,36,6,1,0,0,0,0,0,0,0,0,0,0,1
137,2,2009,36,6,0,0,0,0,0,0,0,0,0,0,0,0
137,3,2009,36,6,0,0,0,0,0,0,0,0,0,0,0,0
137,4,2009,36,6,0,0,1,0,0,0,0,0,0,0,0,1
137,5,2009,36,6,0,0,1,0,0,0,0,0,1,2,0,4
137,6,2009,36,6,0,0,1,0,0,0,0,0,0,0,0,1
137,7,2009,36,6,0,0,1,0,0,0,0,0,0,0,0,1
137,8,2009,36,6,0,0,0,0,0,0,0,0,0,1,0,1
137,9,2009,36,6,0,0,0,0,0,0,0,0,0,0,0,0
137,10,2009,36,6,0,0,0,0,0,0,0,0,0,0,0,0
137,11,2009,36,6,0,0,3,0,0,0,0,0,0,2,0,5
137,12,2009,36,6,0,0,1,0,0,0,0,0,0,0,0,1
138,1,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
138,2,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
138,3,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
138,4,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
138,5,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
138,6,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
138,7,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
138,8,2009,29,6,0,0,0,0,0,0,0,0,0,3,0,3
138,9,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
138,10,2009,29,6,0,0,0,0,0,0,0,0,0,2,0,2
138,11,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
138,12,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
139,1,2009,29,6,0,0,1,0,0,0,0,0,1,0,0,2
139,2,2009,29,6,0,0,2,0,0,0,0,0,0,0,0,2
139,3,2009,29,6,0,0,0,0,0,0,0,0,0,1,0,1
139,4,2009,29,6,0,0,0,0,0,0,0,0,0,1,0,1
139,5,2009,29,6,0,0,0,0,0,0,0,0,1,2,0,3
139,6,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
139,7,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
139,8,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
139,9,2009,29,6,0,0,0,0,1,0,0,0,0,0,0,1
139,10,2009,29,6,0,0,1,0,0,0,0,0,0,0,0,1
139,11,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
139,12,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
140,1,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
140,2,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
140,3,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
140,4,2009,29,6,0,0,1,0,1,0,0,0,0,0,0,2
140,5,2009,29,6,0,0,1,0,0,0,0,1,0,0,0,2
140,6,2009,29,6,0,0,0,0,0,0,0,0,0,2,0,2
140,7,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
140,8,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
140,9,2009,29,6,0,0,1,0,1,0,0,0,0,0,0,2
140,10,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
140,11,2009,29,6,0,0,0,0,0,0,0,0,0,1,0,1
140,12,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
141,1,2009,8,6,0,0,0,0,0,0,0,0,0,1,0,1
141,2,2009,8,6,0,0,1,0,0,0,0,1,0,1,0,3
141,3,2009,8,6,0,0,1,0,0,0,0,0,1,2,0,4
141,4,2009,8,6,0,0,0,0,0,0,0,0,0,0,0,0
141,5,2009,8,6,0,0,2,0,0,0,0,0,0,2,0,4
141,6,2009,8,6,0,0,0,0,0,0,0,0,1,1,0,2
141,7,2009,8,6,0,0,4,0,1,0,0,0,0,0,0,5
141,8,2009,8,6,0,0,0,0,1,0,0,0,1,4,0,6
141,9,2009,8,6,0,0,1,0,0,0,0,0,0,3,0,4
141,10,2009,8,6,0,0,1,0,0,0,0,0,0,0,0,1
141,11,2009,8,6,1,0,6,0,0,0,0,0,0,3,0,10
141,12,2009,8,6,0,0,0,0,0,0,0,0,0,1,0,1
142,1,2009,36,6,0,0,0,0,0,0,0,0,0,1,0,1
142,2,2009,36,6,1,0,0,0,0,0,0,0,0,0,0,1
142,3,2009,36,6,0,1,0,0,0,0,0,0,0,0,0,1
142,4,2009,36,6,0,0,2,0,0,0,0,0,0,1,0,3
142,5,2009,36,6,0,0,0,0,0,0,0,0,0,1,0,1
142,6,2009,36,6,0,0,0,0,1,0,0,0,0,1,0,2
142,7,2009,36,6,0,0,1,0,0,0,0,0,0,0,0,1
142,8,2009,36,6,0,0,0,0,1,0,0,0,0,1,0,2
142,9,2009,36,6,0,0,1,0,0,0,0,0,0,0,0,1
142,10,2009,36,6,0,0,0,0,0,0,0,0,0,0,0,0
142,11,2009,36,6,0,0,0,0,1,0,0,0,0,2,0,3
142,12,2009,36,6,0,0,0,0,0,0,0,0,0,0,0,0
143,1,2009,29,6,0,0,1,0,1,0,0,0,0,5,0,7
143,2,2009,29,6,0,0,6,0,0,0,0,1,3,9,0,19
143,3,2009,29,6,0,0,4,0,0,0,0,0,0,6,0,10
143,4,2009,29,6,0,0,1,0,4,0,0,0,4,10,0,19
143,5,2009,29,6,0,0,1,0,1,0,0,0,0,2,0,4
143,6,2009,29,6,0,0,0,0,1,0,0,0,0,3,0,4
143,7,2009,29,6,1,0,3,0,1,0,0,1,0,5,0,11
143,8,2009,29,6,0,0,0,0,1,0,0,0,0,4,0,5
143,9,2009,29,6,0,0,7,0,1,0,0,1,0,9,0,18
143,10,2009,29,6,0,0,1,0,0,0,0,0,2,4,0,7
143,11,2009,29,6,0,0,2,0,1,0,0,1,1,1,0,6
143,12,2009,29,6,0,0,5,0,2,0,0,0,0,4,0,11
144,1,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
144,2,2009,29,6,0,0,0,0,0,0,0,0,0,1,0,1
144,3,2009,29,6,0,0,0,0,1,0,0,0,0,1,0,2
144,4,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
144,5,2009,29,6,0,0,0,0,0,0,0,0,1,2,0,3
144,6,2009,29,6,0,0,0,0,0,0,0,0,1,0,0,1
144,7,2009,29,6,0,0,0,0,1,0,0,0,0,1,0,2
144,8,2009,29,6,0,0,0,0,0,0,0,0,0,2,0,2
144,9,2009,29,6,0,0,0,0,0,0,0,0,0,1,0,1
144,10,2009,29,6,0,0,2,0,1,0,0,0,0,2,0,5
144,11,2009,29,6,0,0,0,0,0,0,0,0,0,1,0,1
144,12,2009,29,6,0,0,0,0,0,0,0,0,0,1,0,1
145,1,2009,8,6,0,0,0,0,0,0,0,0,0,3,0,3
145,2,2009,8,6,0,0,0,0,1,0,0,0,2,2,0,5
145,3,2009,8,6,0,0,0,0,0,0,0,0,1,1,0,2
145,4,2009,8,6,0,0,0,0,0,0,0,0,1,0,0,1
145,5,2009,8,6,0,0,4,0,0,0,0,0,0,2,0,6
145,6,2009,8,6,0,0,0,0,0,0,0,0,0,0,0,0
145,7,2009,8,6,0,0,0,0,0,0,0,0,0,1,0,1
145,8,2009,8,6,0,0,0,0,0,0,0,1,0,3,0,4
145,9,2009,8,6,0,0,1,0,0,0,0,0,0,1,0,2
145,10,2009,8,6,0,0,0,0,0,1,0,0,0,1,0,2
145,11,2009,8,6,0,0,1,0,0,0,0,1,0,2,0,4
145,12,2009,8,6,0,0,0,0,0,0,0,0,0,4,0,4
146,1,2009,8,6,0,1,1,0,0,0,0,0,0,9,0,11
146,2,2009,8,6,0,0,0,0,3,0,0,1,1,8,0,13
146,3,2009,8,6,0,0,2,0,0,0,0,0,3,13,0,18
146,4,2009,8,6,0,0,2,0,0,0,0,0,1,12,0,15
146,5,2009,8,6,0,0,3,0,0,0,0,0,3,15,0,21
146,6,2009,8,6,1,0,3,0,2,0,0,0,0,16,0,22
146,7,2009,8,6,0,0,1,0,0,0,0,0,1,13,0,15
146,8,2009,8,6,0,0,1,0,0,0,0,0,2,11,0,14
146,9,2009,8,6,0,1,1,0,0,0,0,0,0,8,0,10
146,10,2009,8,6,0,0,4,0,1,0,0,0,2,12,0,19
146,11,2009,8,6,0,1,3,0,0,0,0,0,2,8,0,14
146,12,2009,8,6,0,0,1,0,0,0,0,0,1,10,0,12
147,1,2009,8,6,0,0,0,0,0,0,0,0,0,3,0,3
147,2,2009,8,6,0,0,0,0,0,0,0,0,2,1,0,3
147,3,2009,8,6,0,0,1,0,0,0,0,0,0,1,0,2
147,4,2009,8,6,0,0,1,0,0,0,0,0,0,2,0,3
147,5,2009,8,6,0,0,2,0,1,0,0,0,0,0,0,3
147,6,2009,8,6,0,0,1,0,0,0,0,0,0,1,0,2
147,7,2009,8,6,0,0,3,0,0,0,0,0,0,1,0,4
147,8,2009,8,6,0,0,0,0,0,0,0,0,0,1,0,1
147,9,2009,8,6,0,0,0,0,0,0,0,0,0,3,0,3
147,10,2009,8,6,0,0,3,0,0,0,0,0,0,2,0,5
147,11,2009,8,6,0,0,1,0,0,0,0,0,0,0,0,1
147,12,2009,8,6,0,0,2,0,0,0,0,0,0,6,0,8
148,1,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
148,2,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
148,3,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
148,4,2009,29,6,0,0,0,0,0,0,0,0,0,0,0,0
