cisp,mes,ano,aisp,risp,airsoft,arma_fabricacao_caseira,carabina,espingarda,fuzil,garrucha,garruchao,metralhadora,outros,paintball,pistola,revolver,submetralhadora,total
7,3,2014,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,2014,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,5,2014,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,6,2014,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2
7,7,2014,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2
7,8,2014,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,9,2014,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10,2014,5,1,1,0,0,0,0,0,0,0,1,0,2,0,0,4
7,11,2014,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12,2014,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,2014,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9,3,2014,2,1,0,0,0,0,0,0,0,1,0,0,4,0,0,5
9,4,2014,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9,5,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,2014,2,1,0,0,0,0,1,0,0,1,5,0,3,0,0,10
9,7,2014,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4
9,8,2014,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9,9,2014,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5
9,10,2014,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3
9,11,2014,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3
9,12,2014,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
10,1,2014,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10,2,2014,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3
10,3,2014,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,3
10,4,2014,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
10,5,2014,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10,6,2014,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
10,7,2014,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10,8,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,9,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,2014,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
10,11,2014,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3
10,12,2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11,4,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,2014,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11,6,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,7,2014,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11,8,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,2014,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12,1,2014,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12,2,2014,19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12,3,2014,19,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
12,4,2014,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12,5,2014,19,1,1,0,0,0,0,0,0,0,1,0,2,0,0,4
12,6,2014,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,7,2014,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,8,2014,19,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2
12,9,2014,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12,10,2014,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,11,2014,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,2014,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13,1,2014,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,2014,19,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
13,3,2014,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,2014,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,5,2014,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13,6,2014,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13,7,2014,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,8,2014,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,9,2014,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,10,2014,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13,11,2014,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,12,2014,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14,1,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,2014,23,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
14,4,2014,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14,5,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,6,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,7,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14,8,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,9,2014,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14,10,2014,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14,11,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,12,2014,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
15,1,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,2014,23,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
15,3,2014,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
15,4,2014,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
15,5,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,6,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,7,2014,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
15,8,2014,23,1,0,0,0,0,0,0,0,0,1,0,3,0,0,4
15,9,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,10,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,11,2014,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
15,12,2014,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,2014,31,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
16,2,2014,31,2,0,0,0,0,1,0,0,0,2,0,2,0,0,5
16,3,2014,31,2,0,0,0,0,0,0,0,0,0,0,9,0,0,9
16,4,2014,31,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
16,5,2014,31,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
16,6,2014,31,2,0,0,0,0,0,0,0,0,0,0,6,1,0,7
16,7,2014,31,2,0,0,0,0,0,0,0,0,0,0,5,0,0,5
16,8,2014,31,2,0,0,0,0,0,0,0,0,1,0,9,0,0,10
16,9,2014,31,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
16,10,2014,31,2,0,0,0,0,0,0,0,0,1,0,2,0,0,3
16,11,2014,31,2,0,0,0,0,0,0,0,0,0,0,6,0,0,6
16,12,2014,31,2,0,0,0,0,0,0,0,0,1,0,5,1,0,7
17,1,2014,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17,2,2014,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
17,3,2014,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
17,4,2014,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17,5,2014,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2
17,6,2014,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17,7,2014,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17,8,2014,4,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5
17,9,2014,4,1,0,0,0,0,5,0,0,0,0,0,3,0,0,8
17,10,2014,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
17,11,2014,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17,12,2014,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
18,1,2014,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18,2,2014,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18,3,2014,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,4,2014,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,5,2014,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2
18,6,2014,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,7,2014,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,8,2014,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18,9,2014,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,10,2014,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,11,2014,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,12,2014,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19,1,2014,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
19,2,2014,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,3,2014,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19,4,2014,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19,5,2014,6,1,1,0,0,0,0,0,0,0,0,0,2,0,0,3
19,6,2014,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,7,2014,6,1,0,0,0,0,2,0,0,0,2,0,3,0,0,7
19,8,2014,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19,9,2014,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,10,2014,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19,11,2014,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19,12,2014,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
20,1,2014,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,2014,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20,3,2014,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
20,4,2014,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
20,5,2014,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
20,6,2014,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20,7,2014,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,8,2014,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20,9,2014,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,10,2014,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,2014,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
20,12,2014,6,1,0,0,0,0,0,0,0,0,1,0,2,0,0,3
21,1,2014,22,1,0,0,0,0,0,0,0,0,1,0,6,0,0,7
21,2,2014,22,1,0,0,1,0,0,0,0,0,0,0,4,0,0,5
21,3,2014,22,1,0,0,0,0,1,0,0,0,1,0,1,0,0,3
21,4,2014,22,1,0,0,0,0,1,0,0,0,1,0,5,0,0,7
21,5,2014,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
21,6,2014,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,7,2014,22,1,0,0,0,0,1,0,0,0,0,0,1,1,0,3
21,8,2014,22,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2
21,9,2014,22,1,0,0,0,0,1,0,0,0,1,0,2,0,0,4
21,10,2014,22,1,0,0,1,0,0,0,0,0,0,0,4,0,0,5
21,11,2014,22,1,0,0,0,0,0,0,0,0,0,0,6,0,0,6
21,12,2014,22,1,0,0,0,0,0,0,0,0,0,0,9,1,0,10
22,1,2014,16,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4
22,2,2014,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,3,2014,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2
22,4,2014,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5,2014,16,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
22,6,2014,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,7,2014,16,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
22,8,2014,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,9,2014,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,10,2014,16,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5
22,11,2014,16,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
22,12,2014,16,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2
23,1,2014,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2
23,2,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3,2014,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3
23,4,2014,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4
23,5,2014,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
23,6,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,7,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,8,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,9,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,10,2014,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
23,11,2014,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3
23,12,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,2014,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
24,4,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,2014,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24,6,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,7,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
24,8,2014,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4
24,9,2014,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3
24,10,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,11,2014,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24,12,2014,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25,1,2014,3,1,0,0,0,0,0,0,0,0,1,0,2,0,0,3
25,2,2014,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2
25,3,2014,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25,4,2014,3,1,0,0,0,0,0,0,0,0,1,0,3,0,0,4
25,5,2014,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4
25,6,2014,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4
25,7,2014,3,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5
25,8,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,9,2014,3,1,0,0,0,0,1,0,0,0,0,0,3,0,0,4
25,10,2014,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25,11,2014,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
25,12,2014,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26,1,2014,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26,2,2014,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
26,3,2014,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26,4,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,2014,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26,7,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,8,2014,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
26,9,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,10,2014,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2
26,11,2014,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4
26,12,2014,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3
27,1,2014,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,2014,41,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
27,3,2014,41,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27,4,2014,41,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27,5,2014,41,2,0,0,0,0,0,0,0,0,2,0,5,0,0,7
27,6,2014,41,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4
27,7,2014,41,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
27,8,2014,41,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27,9,2014,41,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27,10,2014,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,11,2014,41,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27,12,2014,41,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28,1,2014,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28,2,2014,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
28,3,2014,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,2014,9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
28,5,2014,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,2014,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
28,7,2014,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28,8,2014,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28,9,2014,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28,10,2014,9,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
28,11,2014,9,2,0,0,0,0,0,0,0,0,1,0,2,0,0,3
28,12,2014,9,2,0,0,0,0,2,0,0,0,1,0,2,0,0,5
29,1,2014,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,2,2014,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,2014,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,4,2014,9,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4
29,5,2014,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6,2014,9,2,0,0,0,0,0,0,0,0,1,0,5,0,0,6
29,7,2014,9,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
29,8,2014,9,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4
29,9,2014,9,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
29,10,2014,9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
29,11,2014,9,2,1,0,0,0,0,0,0,0,0,0,2,0,0,3
29,12,2014,9,2,0,0,0,0,0,0,0,0,1,0,3,0,0,4
30,1,2014,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30,2,2014,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30,3,2014,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30,4,2014,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,5,2014,9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
30,6,2014,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,7,2014,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30,8,2014,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30,9,2014,9,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
30,10,2014,9,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4
30,11,2014,9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
30,12,2014,9,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2
31,1,2014,41,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,2,2014,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,2014,41,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
31,4,2014,41,2,0,0,0,0,1,0,0,0,0,0,5,0,0,6
31,5,2014,41,2,0,0,0,0,0,0,0,0,0,0,5,0,0,5
31,6,2014,41,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
31,7,2014,41,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
31,8,2014,41,2,0,0,0,0,0,0,0,0,1,0,3,0,0,4
31,9,2014,41,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2
31,10,2014,41,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
31,11,2014,41,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
31,12,2014,41,2,0,0,0,0,0,0,0,0,0,0,3,1,0,4
32,1,2014,18,2,0,0,0,0,0,0,0,0,0,0,5,0,0,5
32,2,2014,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,2014,18,2,0,0,0,0,1,0,0,0,0,0,4,0,0,5
32,4,2014,18,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
32,5,2014,18,2,0,0,0,0,1,0,0,0,0,0,3,0,0,4
32,6,2014,18,2,0,0,0,0,0,0,0,0,0,1,4,0,0,5
32,7,2014,18,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4
32,8,2014,18,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2
32,9,2014,18,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
32,10,2014,18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32,11,2014,18,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4
32,12,2014,18,2,0,0,1,0,0,0,0,0,1,0,6,0,0,8
33,1,2014,14,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2
33,2,2014,14,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
33,3,2014,14,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
33,4,2014,14,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
33,5,2014,14,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4
33,6,2014,14,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4
